,rotowire_id,sportradar_id,full_name,gsis_id,search_full_name,news_updated,position,rotoworld_id,depth_chart_position,injury_start_date,injury_notes,last_name,espn_id,yahoo_id,sport,pandascore_id,first_name,injury_body_part,stats_id,age,birth_country,number,player_id,weight,status,search_first_name,practice_participation,birth_state,search_last_name,team,oddsjam_id,practice_description,birth_date,search_rank,injury_status,hashtag,swish_id,height,active,high_school,depth_chart_order,fantasy_positions,years_exp,metadata,fantasy_data_id,college,birth_city
6897,14734,2160ed45-4a2a-4d3b-9da4-d18446dfa292,Jabari Zuniga,,jabarizuniga,1690753844424,DE,,DL,,,Zuniga,3915123,32749,nfl,,Jabari,Undisclosed,,25,,91,6897,264,Active,jabari,,,zuniga,,,,1997-08-14,9999999,NA,#jabarizuniga-NFL-FA-91,879056,75,True,Sprayberry (GA),,['DL'],3,,21910,Florida,
10960,16952,570f7b2d-1cdc-4307-a334-3cac2c288c33,Jake Andrews,,jakeandrews,1682792124299,OL,,OL,,,Andrews,,,nfl,,Jake,,,24,,67,10960,308,Active,jake,,,andrews,NE,6B75B315088D,,1999-11-11,9999999,,#jakeandrews-NFL-NE-67,1121649,75,True,Stanhope Elmore (AL),,['OL'],0,{'rookie_year': '2023'},,Troy,
330,4442,cdf8908a-7092-4054-a49c-a9884211aaa1,Dustin Colquitt,00-0023534,dustincolquitt,1639152348794,P,3212,P,,,Colquitt,8513,7275,nfl,,Dustin,,,40,,2,330,210,Active,dustin,,,colquitt,,,,1982-05-06,9999999,,#dustincolquitt-NFL-FA-2,158414,75,True,Bearden (TN),,['P'],17,{'injury_override_regular_2020_5': 'Active'},8243,Tennessee,
7236,14772,09497361-f2fb-4397-9dcd-fc19b197e0b9,Devwah Whaley,,devwahwhaley,1599693357437,RB,,,,,Whaley,,33170,nfl,,Devwah,,,24,,0,7236,212,Active,devwah,,,whaley,,,,1997-11-03,9999999,,#devwahwhaley-NFL-FA-0,,71,True,Central (TX),,['RB'],2,,22237,Arkansas,
2388,10418,86476721-3f9e-4ad1-8c7a-40be5a43e602,Craig Mager,00-0032106,craigmager,1555611017284,CB,,,,,Mager,2510713,28471,nfl,,Craig,,562995,29,,49,2388,200,Inactive,craig,,,mager,,,,1992-06-11,9999999,,#craigmager-NFL-FA-49,,71,False,Luling (TX),,['DB'],7,,16844,Texas State,
1598,9222,a73d78ff-3bc7-4e65-a8e5-b81ed642d37d,Ryan Seymour,,ryanseymour,,G,,,,,Seymour,15898,26843,nfl,,Ryan,,,30,,62,1598,301,Inactive,ryan,,,seymour,,,,1990-02-07,9999999,,#ryanseymour-NFL-FA-62,,"6'4""",False,Camden County (GA),,['OL'],7,,15258,Vanderbilt,
7622,15586,3610560c-c2c1-4649-9554-ceca409ae27f,Sammis Reyes,,sammisreyes,1691957459023,TE,,TE,,,Reyes,,,nfl,,Sammis,Concussion,,27,,19,7622,260,Active,sammis,,,reyes,,,,1995-10-19,472,NA,#sammisreyes-NFL-FA-19,851225,77,True,North Broward Prep (FL),,['TE'],2,,,Loyola (NO),
129,5858,2d48318b-7c0b-4a68-a576-2b15496e763c,Kroy Biermann,,kroybiermann,,LB,,,,,Biermann,11388,8931,nfl,,Kroy,,,35,,43,129,255,Inactive,kroy,,,biermann,,,,1985-09-12,9999999,,#kroybiermann-NFL-FA-43,,"6'3""",False,Hardin (MT),,"['LB', 'DL']",12,,3533,Montana,
1401,9098,39e77504-5ae3-4de9-b07f-0b48fe2830dd,Martin Wallace,,martinwallace,1510012201235,OT,,,,,Wallace,16329,27161,nfl,,Martin,,,31,,73,1401,311,Inactive,martin,,,wallace,,,,1990-04-22,9999999,,#martinwallace-NFL-FA-73,,78,False,The Beacon School (NY),,['OL'],9,,14945,Temple,
82,4402,,Brandon Jacobs,,brandonjacobs,1622163912568,RB,,,,,Jacobs,,,nfl,,Brandon,,,35,,34,82,264,Inactive,brandon,,,jacobs,,,,1982-07-06,9999999,,#brandonjacobs-NFL-FA-34,,"6'4""",False,,,['RB'],8,,2254,Southern Illinois,
1377,8775,4be70f75-f978-4e90-92fd-70927c672931,Matt Elam,,mattelam,,SS,8452,,,,Elam,15789,26655,nfl,,Matt,,542790,28,,26,1377,208,Inactive,matt,,,elam,,,,1991-09-21,9999999,,#mattelam-NFL-FA-26,,"5'10""",False,,,['DB'],7,,14899,Florida,
8224,15972,799d4b00-ca62-11ec-bdda-4fe5bed84950,Cole Kelley,,colekelley,1659903056236,QB,,,,,Kelley,,,nfl,,Cole,,,25,,0,8224,250,Active,cole,,,kelley,,,,1997-10-27,9999999,,#colekelley-NFL-FA-0,920904,79,True,Teurlings Catholic (LA),,['QB'],1,"{'years_exp_shift': '1', 'source_id': 'f75b520e-3e35-4579-b033-dfbb17991a61'}",,Southeastern Louisiana,
4446,,fb717581-7745-400f-b7a0-048ec97eadc1,Chris Humes,,chrishumes,,SS,,,,,Humes,2985457,30630,nfl,,Chris,,,27,,36,4446,206,Active,chris,,,humes,,,,1994-07-31,9999999,,#chrishumes-NFL-FA-36,,71,True,Spain Park (AL),,['DB'],5,,19307,Arkansas State,
1760,10715,7bad4152-145c-4360-8e07-3f500c6043f9,Jamie Childers,,jamiechilders,,TE,,,,,Childers,,,nfl,,Jamie,,404415,29,,40,1760,246,Inactive,jamie,,,childers,,,,1988-06-16,9999999,,#jamiechilders-NFL-FA-40,,"6'5""",False,,,['TE'],1,,15790,Coastal Carolina,
5199,12504,9e55ec9a-ce18-4b4b-b69f-e2d82c219846,Byron Pringle,00-0034297,byronpringle,1700508652968,WR,,RWR,,,Pringle,4036416,31496,nfl,,Byron,,913826,30,,3,5199,203,Active,byron,,,pringle,WAS,3A5F21C29CDC,,1993-11-17,9999999,,#byronpringle-NFL-WAS-3,913826,73,True,Robinson (FL),5,['WR'],5,{'rookie_year': '2018'},20150,Kansas State,
2528,10254,666e3121-3daa-4413-b1ec-8e728f7cc645,Ben Koyack,00-0032139,benkoyack,1580275801751,TE,,,,,Koyack,2579846,28617,nfl,,Ben,,610943,28,,83,2528,258,Active,ben,,,koyack,,,,1993-04-09,9999999,,#benkoyack-NFL-FA-83,,77,True,Oil City (PA),,['TE'],7,,16988,Notre Dame,
513,6967,bd0fd245-64ec-45ee-ac8d-b0072239ea63,Sergio Brown,,sergiobrown,,FS,,,,,Brown,13541,24292,nfl,,Sergio,,,32,,38,513,207,Inactive,sergio,,,brown,,,,1988-05-22,9999999,,#sergiobrown-NFL-FA-38,,"6'2""",False,Proviso East (IL),,['DB'],10,,10968,Notre Dame,
2849,10697,833ca781-7fd3-4f27-a7b3-ed1f71f20399,Tavaris Barnes,,tavarisbarnes,1533942604380,DE,,,,,Barnes,2512398,28754,nfl,,Tavaris,,,28,,79,2849,275,Injured Reserve,tavaris,,,barnes,,,,1991-11-02,9999999,,#tavarisbarnes-NFL-FA-79,,"6'3""",False,First Coast (FL),,['DL'],5,,17317,Clemson,
4836,,,Ryan Langford,,ryanlangford,,,,,,,Langford,,,nfl,,Ryan,,,24,,0,4836,,Active,ryan,,,langford,ARI,,,1993-06-10,9999999,,#ryanlangford-NFL-ARI-0,,,True,,,,,,19739,New Mexico,
3044,10765,a04c2eb7-52a1-42db-9960-f97486cfe417,Malcolm Bunche,00-0031647,malcolmbunche,,G,,,,,Bunche,2512571,28647,nfl,,Malcolm,,,30,,0,3044,320,Active,malcolm,,,bunche,,,,1991-10-16,9999999,,#malcolmbunche-NFL-FA-0,,77,True,Newark HS,,['OL'],7,,17756,UCLA,
8854,16562,9880c110-d3bc-11ec-96a0-c3471a31202c,Tomon Fox,,tomonfox,1667359842394,LB,,,,,Fox,,,nfl,,Tomon,,,25,,49,8854,245,Active,tomon,,,fox,NYG,746EFBFBDBBE,,1998-03-16,9999999,,#tomonfox-NFL-NYG-49,911139,74,True,Collins Hill (GA),,['LB'],1,{'rookie_year': '2022'},,North Carolina,
814,7250,600ae879-d95a-4ac4-ae4e-72c05a05f1ad,Shane Vereen,00-0027994,shanevereen,1536283502186,RB,6445,,,,Vereen,14017,24843,nfl,,Shane,,401726,31,,35,814,205,Injured Reserve,shane,,,vereen,,,,1989-03-02,9999999,,#shanevereen-NFL-FA-35,,"5'10""",False,Valencia (CA),,['RB'],9,,12780,California,
171,,09cbfefb-2ef4-4d07-8ac3-fafccc9a2106,Zach Miller,,zachmiller,,TE,,,,,Miller,10482,,nfl,,Zach,,,31,,86,171,255,Inactive,zach,,,miller,,,,1985-12-11,9999999,,#zachmiller-NFL-FA-86,,"6'4""",False,,,['TE'],8,,4484,Arizona State,
5250,12909,17f52030-0a86-408d-b7e3-194ed4374fbb,Robert Foster,00-0034510,robertfoster,1671135604607,WR,13363,,,,Foster,3054845,31601,nfl,,Robert,,750838,28,,0,5250,196,Active,robert,,,foster,,,,1994-05-07,9999999,,#robertfoster-NFL-FA-0,750838,74,True,Central Valley (PA),,['WR'],4,,20250,Alabama,
7784,15599,195083b0-4c73-44a3-a33d-4839b6196e27,Brady Breeze,,bradybreeze,1666799725340,DB,,,,,Breeze,,,nfl,,Brady,,,26,,27,7784,205,Active,brady,,,breeze,HOU,5A27174E2EDA,,1997-10-09,9999999,,#bradybreeze-NFL-HOU-27,910453,72,True,Central Catholic (OR),,['DB'],2,{'rookie_year': '2021'},,Oregon,
7939,15763,d89b689d-8095-4c08-8ebc-008d9c3bf41e,Ben DeLuca,,bendeluca,,DB,,DB,,,DeLuca,,,nfl,,Ben,,,24,,46,7939,202,Active,ben,,,deluca,,,,1998-04-09,9999999,,#bendeluca-NFL-FA-46,944385,73,True,Bishop Moore (FL),,['DB'],1,,,Charlotte,
6442,14097,9a580e44-67a3-449c-8986-e6c74ded7548,Johnny Robinson,,johnnyrobinson,,DT,,,,,Robinson,3933656,32299,nfl,,Johnny,,,25,,68,6442,292,Active,johnny,,,robinson,,,,1996-10-24,9999999,,#johnnyrobinson-NFL-FA-68,,72,True,Apopka,,['DL'],3,,21486,Charleston Southern,
512,6586,a763f347-f201-4247-9f48-47060de57d41,Jared Odrick,,jaredodrick,,DE,5844,,,,Odrick,13244,24003,nfl,,Jared,,,32,,75,512,304,Injured Reserve,jared,,,odrick,,,,1987-12-31,9999999,,#jaredodrick-NFL-FA-75,,"6'5""",False,Lebanon (PA),,['DL'],10,,10962,Penn State,
5069,12823,ec198436-31b1-458e-a47b-9d1cd134300f,Kylie Fitts,00-0034404,kyliefitts,1650148550552,LB,,LB,,,Fitts,3047582,31151,nfl,,Kylie,,732931,27,,49,5069,260,Active,kylie,,,fitts,,,,1994-10-11,9999999,,#kyliefitts-NFL-FA-49,732931,76,True,Redlands East Valley (CA),,['LB'],4,,19965,Utah,
1956,9774,0719b89b-85f5-4be2-a335-596e81d93913,Jay Prosch,00-0031085,jayprosch,1535746264047,FB,,,,,Prosch,16875,27739,nfl,,Jay,,543641,28,,45,1956,255,Inactive,jay,,,prosch,,,,1992-08-21,9999999,,#jayprosch-NFL-FA-45,,"6'1""",False,UMS-Wright (AL),,['RB'],6,,16210,Auburn,
6161,13443,ce185a29-d0ff-4519-9133-e01c691ead57,L.J. Scott, 00-0035546,ljscott,1557968110365,RB,,,,,Scott,3929828,32569,nfl,,L.J.,,,25,,0,6161,228,Active,lj,,,scott,,,,1996-09-15,9999999,,#ljscott-NFL-FA-0,,72,True,Hubbard,,['RB'],3,,20937,Michigan State,
709,6241,33a653a5-d73b-4502-85d2-42c087278a74,Brice McCain,,bricemccain,,CB,,,,,McCain,12690,9452,nfl,,Brice,,286217,33,,23,709,190,Inactive,brice,,,mccain,,,,1986-12-10,9999999,,#bricemccain-NFL-FA-23,,"5'9""",False,Terrell (TX),,['DB'],11,,12196,Utah,
77,5347,c38a3fbc-f9af-4676-b905-4f101a99194d,Zak DeOssie,00-0025503,zakdeossie,1596847538580,LS,,,,,DeOssie,10560,8370,nfl,,Zak,,,37,,51,77,249,Active,zak,,,deossie,,,,1984-05-25,9999999,,#zakdeossie-NFL-FA-51,,77,True,Phillips Andover Academy (MA),,['LS'],15,,2194,Brown,
6826,14436,036feeb6-9a22-43c5-a8e3-7ac611d8ff49,Cole Kmet,,colekmet,1701184824958,TE,,TE,,,Kmet,4258595,32713,nfl,,Cole,,,24,,85,6826,260,Active,cole,,,kmet,CHI,10A863C5D176,,1999-03-10,121,,#colekmet-NFL-CHI-85,1066765,78,True,St. Viator (IL),1,['TE'],3,{'rookie_year': '2020'},21772,Notre Dame,
7287,14784,32494eca-34f8-4d7f-88ee-e3319128e8e0,Josh Hammond,,joshhammond,1693321503489,WR,,,,,Hammond,4034944,33127,nfl,,Josh,,,25,,80,7287,194,Active,josh,,,hammond,,,,1998-07-24,9999999,,#joshhammond-NFL-FA-80,910379,72,True,Hallandale (FL),,['WR'],3,,22283,Florida,
7826,15382,a2f1a595-4454-465e-a190-0312a2ea3acc,Jamar Johnson,,jamarjohnson,1636069203633,DB,,DB,,,Johnson,,,nfl,,Jamar,,,22,,41,7826,197,Active,jamar,,,johnson,,,,1999-11-22,9999999,,#jamarjohnson-NFL-FA-41,1126264,73,True,Riverview (FL),,['DB'],1,,,Indiana,
6257,14267,dba7bc1b-c414-404a-8845-4b0245df64a9,Roderic Teamer, 00-0035437,rodericteamer,1701113715488,DB,,DB,,,Teamer,3917058,32552,nfl,,Roderic,Hamstring,,26,,33,6257,205,Active,roderic,,,teamer,,4050ADD7E43F,,1997-05-12,9999999,Questionable,#rodericteamer-NFL-FA-33,866359,72,True,Brother Martin (LA),,['DB'],4,{'rookie_year': '2019'},21190,Tulane,
8689,16455,49745d60-cdaa-11ec-b94f-57e6927758e6,Matthew Gotel,,matthewgotel,,DT,,DL,,,Gotel,,,nfl,,Matthew,,,24,,77,8689,341,Active,matthew,,,gotel,,,,1999-01-02,9999999,,#matthewgotel-NFL-FA-77,1336367,73,True,Lakes (WA),,['DL'],1,{'rookie_year': '2022'},,West Florida,
721,6607,2c4c0744-1bf0-4f1d-881a-9b1012de6dda,Rolando McClain,,rolandomcclain,1577810428722,LB,5712,,,,McClain,13255,23983,nfl,,Rolando,,400136,31,,55,721,259,Inactive,rolando,,,mcclain,,,,1989-07-14,9999999,,#rolandomcclain-NFL-FA-55,,"6'4""",False,Decatur (AL),,['LB'],10,,12253,Alabama,
1923,9765,15d6cf0c-687e-4720-8636-8f3e676faa9c,Shaquille Richardson,,shaquillerichardson,1535065207874,CB,,,,,Richardson,16925,27685,nfl,,Shaquille,,,29,,0,1923,188,Active,shaquille,,,richardson,,,,1992-03-21,9999999,,#shaquillerichardson-NFL-FA-0,,73,True,Los Alamitos (CA),,['DB'],8,,16156,Arizona,
3213,10915,648a6a76-32c3-45fa-b158-f77de2a9a95f,Trevone Boykin,00-0032462,trevoneboykin,1534818007821,QB,11272,,,,Boykin,2575910,29812,nfl,,Trevone,,601071,28,,2,3213,213,Inactive,trevone,,,boykin,,,,1993-08-22,9999999,,#trevoneboykin-NFL-FA-2,,72,False,West Mesquite (TX),,['QB'],6,,17974,Texas Christian,
7597,15339,990c2825-ca25-4da9-9966-269363a9bb91,Kenny Yeboah,,kennyyeboah,1700255420134,TE,,TE,,,Yeboah,,,nfl,,Kenny,Undisclosed,,25,,88,7597,250,Inactive,kenny,,,yeboah,NYJ,BE6EDC8D47ED,,1998-10-30,683,IR,#kennyyeboah-NFL-NYJ-88,943843,75,True,Parkland (PA),4,['TE'],2,{'rookie_year': '2021'},,Ole Miss,
10223,16970,dcc536c1-36f2-4e34-8028-ccf32d930018,Eric Gray,,ericgray,1701017761106,RB,,RB,,,Gray,,,nfl,,Eric,,,24,,20,10223,211,Active,eric,,,gray,NYG,95DB319D1946,,1999-11-04,428,,#ericgray-NFL-NYG-20,1161798,70,True,Lausanne Collegiate School (TN),3,['RB'],0,{'rookie_year': '2023'},,Oklahoma,
8857,16330,97debc10-d3b9-11ec-96a0-c3471a31202c,Kader Kohou,,kaderkohou,1671510948583,CB,,NB,,,Kohou,,,nfl,,Kader,,,25,,4,8857,193,Active,kader,,,kohou,MIA,F0122B8864EE,,1998-11-29,9999999,,#kaderkohou-NFL-MIA-4,1386000,70,True,Trinity (TX),1,['DB'],1,{'rookie_year': '2022'},,Texas A&M Commerce,
7231,15052,f3adad78-ada5-4ded-bb47-cbf8518f7bba,LaCale London,,lacalelondon,1698880213244,DT,,DL,,,London,4376288,33175,nfl,,LaCale,Knee,,26,,72,7231,297,Inactive,lacale,,,london,ATL,AA413E157CAA,,1997-08-05,9999999,IR,#lacalelondon-NFL-ATL-72,873954,75,True,Peoria (IL),,"['LB', 'DL']",3,{'rookie_year': '2020'},22232,Western Illinois,
7673,15276,0c9102ea-9fe8-4900-9d33-8eab299cf9ce,Chazz Surratt,,chazzsurratt,1700711118080,LB,,MLB,,,Surratt,,,nfl,,Chazz,,,26,,55,7673,233,Active,chazz,,,surratt,NYJ,50C6CFB1FCDC,,1997-02-16,9999999,,#chazzsurratt-NFL-NYJ-55,911150,74,True,East Lincoln (NC),2,['LB'],2,{'rookie_year': '2021'},,North Carolina,
7958,,f17143f4-30f7-40da-8926-bda923f2761e,Greg Eiland,,gregeiland,,OT,,OL,,,Eiland,,,nfl,,Greg,,,25,,73,7958,321,Active,greg,,,eiland,,22DD6A514EF4,,1998-02-01,9999999,,#gregeiland-NFL-FA-73,922054,80,True,Philadelphia (MS),,"['OT', 'OL']",2,{'rookie_year': '2021'},,Mississippi State,
5071,12459,83128a20-392f-4ca7-878e-689c6e6dfbfc,DeShon Elliott,00-0034277,deshonelliott,1696536949343,DB,,SS,,,Elliott,3929846,31160,nfl,,DeShon,,884284,26,,21,5071,210,Active,deshon,,,elliott,MIA,E63BAC3C0608,,1997-04-21,9999999,,#deshonelliott-NFL-MIA-21,884284,73,True,Rockwall-Heath (TX),1,['DB'],5,{'rookie_year': '2018'},19960,Texas,
7712,15443,170d9d12-0595-4636-9b42-822ff93a6d94,Robert Rochell,,robertrochell,1668371451124,DB,,NB,,,Rochell,,,nfl,,Robert,Calf,,25,,22,7712,195,Active,robert,,,rochell,GB,BDCB09C3A36D,,1998-04-26,9999999,Questionable,#robertrochell-NFL-GB-22,919990,74,True,Fair Park (LA),2,['DB'],2,{'rookie_year': '2021'},,Central Arkansas,
8280,16090,784f8433-0379-46bc-b9ed-6c5a1783513d,Nik Bonitto,,nikbonitto,1701197746609,LB,,ROLB,,,Bonitto,,,nfl,,Nik,,,24,,42,8280,240,Active,nik,,,bonitto,DEN,069EC9199599,,1999-09-26,9999999,,#nikbonitto-NFL-DEN-42,1125623,75,True,St. Thomas Aquinas (FL),1,"['LB', 'DL']",1,{'rookie_year': '2022'},,Oklahoma,
4729,11755,69b4ef2b-0373-4e2c-817f-fb143637b8d0,Toby Baker,,tobybaker,,P,,,,,Baker,3046424,30875,nfl,,Toby,,,28,,4,4729,215,Active,toby,,,baker,,,,1993-09-18,9999999,,#tobybaker-NFL-FA-4,,75,True,Memphis University (TN),,['P'],5,,19640,Arkansas,
1357,8784,9c04a540-cb7c-41dc-8e7c-50b7af29a3a2,Dion Sims,00-0030422,dionsims,1588639242392,TE,8532,,,,Sims,15974,26729,nfl,,Dion,,511525,30,,0,1357,268,Injured Reserve,dion,,,sims,,,,1991-02-18,9999999,,#dionsims-NFL-FA-0,,76,False,St. Mary's Prep (MI),,['TE'],9,,14876,Michigan State,
3387,11017,c0442772-5d92-49fa-b77a-e2ddb7bc599b,Steven Daniels,,stevendaniels,,OLB,,,,,Daniels,2969870,29466,nfl,,Steven,,,29,,43,3387,243,Active,steven,,,daniels,,,,1992-12-12,9999999,,#stevendaniels-NFL-FA-43,,72,True,Worcester Academy,,['LB'],6,,18148,Boston College,
6641,14193,3e75960b-f28a-4221-8800-fde346336b0f,Andrew Soroh, 00-0035211,andrewsoroh,,DB,,,,,Soroh,3122710,32397,nfl,,Andrew,,,25,,31,6641,210,Active,andrew,,,soroh,,,,1996-02-12,9999999,,#andrewsoroh-NFL-FA-31,,74,True,American (FL),,['DB'],3,,21522,Florida Atlantic,
4837,12379,5ee012ee-0934-420a-83f8-c5b8f860a12d,Carlos Davis,,carlosdavis,,DT,,,,,Davis,2984050,,nfl,,Carlos,,,28,,0,4837,170,Active,carlos,,,davis,,,,1993-12-30,9999999,,#carlosdavis-NFL-FA-0,,68,True,Huffman,,"['DL', 'DB']",5,,19740,Mississippi,
7971,,89580a43-ec9a-49d3-86de-07810bcb8cdb,Sam Cooper,,samcooper,,G,,,,,Cooper,,,nfl,,Sam,,,24,,73,7971,305,Active,sam,,,cooper,,,,1997-06-01,9999999,,#samcooper-NFL-FA-73,873909,74,True,Conwell-Egan Catholic (ME),,['OL'],1,,,Merrimack,
6057,13632,d1e8f343-9556-46f6-a238-2053a50b57d6,Ulysees Gilbert, 00-0035223,ulyseesgilbert,1664921444573,LB,,LB,,,Gilbert,3920867,32039,nfl,,Ulysees,,,26,,57,6057,230,Active,ulysees,,,gilbert,,,,1997-08-09,9999999,,#ulyseesgilbert-NFL-FA-57,885574,72,True,Trinity Catholic (FL),,['LB'],4,{'injury_override_regular_2020_5': 'Active'},20771,Akron,
6917,14595,60871327-0349-4246-8996-4a594addd8cf,Antoine Brooks,,antoinebrooks,1651692313716,DB,,DB,,,Brooks,4036213,32868,nfl,,Antoine,,,24,,39,6917,210,Active,antoine,,,brooks,,,,1997-10-18,9999999,,#antoinebrooks-NFL-FA-39,923800,71,True,Duval (MD),,['DB'],2,{'injury_override_regular_2020_5': 'Active'},21924,Maryland,
762,6487,de070f62-4494-4a98-8a76-0929c19be685,James Starks,,jamesstarks,,RB,5823,,,,Starks,13214,24169,nfl,,James,,287659,34,,44,762,218,Inactive,james,,,starks,,,,1986-02-25,9999999,,#jamesstarks-NFL-FA-44,,"6'2""",False,Niagara Falls (NY),,['RB'],10,,12506,Buffalo,
1948,9498,ba519b86-8211-4b2c-8fc1-c9fd38e6e3c5,Anthony Denham,00-0031140,anthonydenham,1535474409941,TE,,,,,Denham,17392,28192,nfl,,Anthony,,591927,30,,49,1948,222,Inactive,anthony,,,denham,,,,1991-07-21,9999999,,#anthonydenham-NFL-FA-49,,76,False,Woodrow Wilson (CA),,['TE'],8,,16196,Utah,
5778,12974,3245841a-b113-4e4f-a994-449d25d1db98,Zaycoven Henderson,00-0034866,zaycovenhenderson,,DT,,,,,Henderson,3115307,31774,nfl,,Zaycoven,,,27,,98,5778,305,Active,zaycoven,,,henderson,,,,1994-12-06,9999999,,#zaycovenhenderson-NFL-FA-98,,74,True,Longview,,['DL'],4,,20119,Texas A&M,
5720,13338,9c00d8a7-dc6e-4701-8ebc-2f9eb0a38324,Vontae Diggs,00-0034713,vontaediggs,,OLB,,,,,Diggs,3125898,31720,nfl,,Vontae,,,26,,48,5720,221,Active,vontae,,,diggs,,,,1995-11-07,9999999,,#vontaediggs-NFL-FA-48,,74,True,Downers Grove North,,['LB'],4,,20647,Connecticut,
5400,13150,034cade9-af0c-4c85-b5c6-9d6ada777dcd,Trevon Mathis,00-0034216,trevonmathis,1565278551249,CB,,,,,Mathis,3126096,31236,nfl,,Trevon,,,26,,35,5400,186,Active,trevon,,,mathis,,,,1995-09-12,9999999,,#trevonmathis-NFL-FA-35,,70,True,Woodland Hills High School,,['DB'],4,,20446,Toledo,
5552,12674,3b649886-76a0-44e2-af4a-3e566dadaa79,Austin Golson,,austingolson,1533583804118,C,,,,,Golson,3051877,31444,nfl,,Austin,,,26,,0,5552,312,Active,austin,,,golson,,,,1995-07-09,9999999,,#austingolson-NFL-FA-0,,77,True,Prattville,,['OL'],4,,20406,Auburn,
5208,,,Matt Linehan,,mattlinehan,,QB,,,,,Linehan,3060176,,nfl,,Matt,,,,,10,5208,239,Inactive,matt,,,linehan,,,,,9999999,,#mattlinehan-NFL-FA-10,,"6'3""",False,,,['QB'],0,{'override_active': 'false'},20158,None,
2079,9313,aa80f701-cce8-4136-b0cb-965fb8c90519,Nat Berhe,00-0031070,natberhe,1552352127546,FS,,,,,Berhe,16850,27680,nfl,,Nat,,512382,30,,31,2079,194,Inactive,nat,,,berhe,,,,1991-07-06,9999999,,#natberhe-NFL-FA-31,,72,False,Colton (CA),,['DB'],8,,16390,San Diego State,
2195,9751,5350716d-4be4-4bbf-85e3-781e283cb5ad,Marcus Ball,,marcusball,,SS,,,,,Ball,16698,27520,nfl,,Marcus,,,31,,46,2195,214,Inactive,marcus,,,ball,,,,1987-07-21,9999999,,#marcusball-NFL-FA-46,,"6'0""",False,,,['DB'],2,,16566,Memphis,
3845,11282,,Jabriel Washington,,jabrielwashington,,OLB,,WS,,,Washington,2578483,29972,nfl,,Jabriel,,,25,,41,3845,185,Inactive,jabriel,,,washington,,,,1993-03-17,9999999,,#jabrielwashington-NFL-FA-41,,"5'11""",False,,2,['LB'],0,,18665,Alabama,
7924,15739,5f3f1b8b-2bc2-4e0f-9466-bccc25c32b1f,Jaytlin Askew,,jaytlinaskew,1631078460717,CB,,,,,Askew,,,nfl,,Jaytlin,,,23,,0,7924,185,Active,jaytlin,,,askew,,,,1998-10-24,,Questionable,#jaytlinaskew-NFL-FA-0,976272,71,True,McEachern (GA),,['DB'],1,,,Georgia Tech,
6585,14237,fc793c8d-b29d-46f8-8f89-8e2964ff4480,Tony Brooks-James, 00-0035551,tonybrooksjames,1630193758813,RB,,,,,Brooks-James,3886841,32559,nfl,,Tony,,835777,27,,40,6585,179,Active,tony,,,brooksjames,,,,1994-12-06,1759,,#tonybrooksjames-NFL-FA-40,835777,69,True,Gainesville (FL),,['RB'],3,,21549,Oregon,
1512,8813,d8fe880c-a9d8-4041-ac0f-4626bb2a23dd,Marquess Wilson,,marquesswilson,1532464501365,WR,8629,,,,Wilson,16023,26859,nfl,,Marquess,,560213,28,,10,1512,199,Inactive,marquess,,,wilson,,,,1992-09-14,9999999,,#marquesswilson-NFL-FA-10,,"6'4""",False,Tulare Union (CA),,['WR'],7,,15118,Washington State,
272,5627,e5e0c7f9-c4e3-4de4-8052-d9c083393a99,Chris Johnson,00-0026164,chrisjohnson,1541453717854,RB,4743,,,,Johnson,11258,8801,nfl,,Chris,,268484,34,,23,272,203,Inactive,chris,,,johnson,,,,1985-09-23,9999999,,#chrisjohnson-NFL-FA-23,,"5'11""",False,Olympia (FL),,"['RB', 'DB']",12,,6828,East Carolina,
5548,13171,91bb9bd8-633c-4c6d-9dc6-e13d889162d9,Elijah Marks,,elijahmarks,1532652601533,WR,,,,,Marks,3119490,31492,nfl,,Elijah,,838626,26,,0,5548,175,Active,elijah,,,marks,,,,1995-12-29,1052,,#elijahmarks-NFL-FA-0,,73,True,Desert Edge,,['WR'],4,,20496,Northern Arizona,
6973,14459,879325b1-c961-4c9a-a3a4-679d77a28293,J.J. Taylor,,jjtaylor,1698794447283,RB,,,,,Taylor,4039607,33028,nfl,,J.J.,,,25,,38,6973,190,Active,jj,,,taylor,HOU,3939F6538176,,1998-01-04,462,,#jjtaylor-NFL-HOU-38,933537,66,True,Centennial (CA),,['RB'],3,{'rookie_year': '2020'},21837,Arizona,
5106,12803,47ba2a5d-1177-4421-a9f0-4db1906afff7,Tyrell Crosby,00-0034390,tyrellcrosby,1659388819653,OL,,,,,Crosby,3122687,31123,nfl,,Tyrell,,,26,,0,5106,310,Active,tyrell,,,crosby,,,,1995-09-05,9999999,Questionable,#tyrellcrosby-NFL-FA-0,835872,76,True,Green Valley (NV),,['OL'],4,,19975,Oregon,
1493,9232,70b9e8f0-d1b8-4029-870b-2b6b5f6c8f5d,Eric Herman,,ericherman,,G,,,,,Herman,15945,26848,nfl,,Eric,,,28,,60,1493,320,Inactive,eric,,,herman,,,,1989-10-05,9999999,,#ericherman-NFL-FA-60,,"6'4""",False,,,['OL'],1,,15091,Ohio University,
